NUTS1;NUTS2;SEX;GIVEN_NAME;NUMBER;REF_YEAR
AT3;AT33;2;Anna;98;2015
AT3;AT33;2;Emma;94;2015
AT3;AT33;2;Hannah;80;2015
AT3;AT33;2;Laura;74;2015
AT3;AT33;2;Mia;65;2015
AT3;AT33;2;Lena;59;2015
AT3;AT33;2;Marie;58;2015
AT3;AT33;2;Sarah;58;2015
AT3;AT33;2;Leonie;56;2015
AT3;AT33;2;Emilia;54;2015
AT3;AT33;2;Sophie;51;2015
AT3;AT33;2;Lea;50;2015
AT3;AT33;2;Valentina;44;2015
AT3;AT33;2;Katharina;43;2015
AT3;AT33;2;Johanna;42;2015
AT3;AT33;2;Maria;41;2015
AT3;AT33;2;Theresa;41;2015
AT3;AT33;2;Magdalena;40;2015
AT3;AT33;2;Elena;35;2015
AT3;AT33;2;Julia;34;2015
AT3;AT33;2;Lina;32;2015
AT3;AT33;2;Lara;30;2015
AT3;AT33;2;Amelie;29;2015
AT3;AT33;2;Eva;29;2015
AT3;AT33;2;Lisa;29;2015
AT3;AT33;2;Nina;28;2015
AT3;AT33;2;Klara;27;2015
AT3;AT33;2;Lorena;27;2015
AT3;AT33;2;Elisa;26;2015
AT3;AT33;2;Emily;26;2015
AT3;AT33;2;Helena;25;2015
AT3;AT33;2;Franziska;24;2015
AT3;AT33;2;Ida;24;2015
AT3;AT33;2;Paula;24;2015
AT3;AT33;2;Ella;22;2015
AT3;AT33;2;Leni;22;2015
AT3;AT33;2;Lilly;22;2015
AT3;AT33;2;Nora;22;2015
AT3;AT33;2;Isabella;21;2015
AT3;AT33;2;Rosa;21;2015
AT3;AT33;2;Alina;20;2015
AT3;AT33;2;Jana;20;2015
AT3;AT33;2;Anna-Lena;18;2015
AT3;AT33;2;Greta;18;2015
AT3;AT33;2;Luisa;18;2015
AT3;AT33;2;Miriam;18;2015
AT3;AT33;2;Linda;16;2015
AT3;AT33;2;Antonia;15;2015
AT3;AT33;2;Emely;15;2015
AT3;AT33;2;Chiara;14;2015
AT3;AT33;2;Jasmin;14;2015
AT3;AT33;2;Olivia;14;2015
AT3;AT33;2;Selina;14;2015
AT3;AT33;2;Valerie;14;2015
AT3;AT33;2;Viktoria;14;2015
AT3;AT33;2;Matilda;13;2015
AT3;AT33;2;Maya;13;2015
AT3;AT33;2;Melanie;13;2015
AT3;AT33;2;Elif;12;2015
AT3;AT33;2;Frida;12;2015
AT3;AT33;2;Livia;12;2015
AT3;AT33;2;Mira;12;2015
AT3;AT33;2;Mona;12;2015
AT3;AT33;2;Aurelia;11;2015
AT3;AT33;2;Carina;11;2015
AT3;AT33;2;Flora;11;2015
AT3;AT33;2;Heidi;11;2015
AT3;AT33;2;Rosalie;11;2015
AT3;AT33;2;Vanessa;11;2015
AT3;AT33;2;Victoria;11;2015
AT3;AT33;2;Anja;10;2015
AT3;AT33;2;Fabienne;10;2015
AT3;AT33;2;Lia;10;2015
AT3;AT33;2;Mathilda;10;2015
AT3;AT33;2;Melissa;10;2015
AT3;AT33;2;Zeynep;10;2015
AT3;AT33;2;Angelina;9;2015
AT3;AT33;2;Elisabeth;9;2015
AT3;AT33;2;Hira;9;2015
AT3;AT33;2;Liah;9;2015
AT3;AT33;2;Melina;9;2015
AT3;AT33;2;Paulina;9;2015
AT3;AT33;2;Pia;9;2015
AT3;AT33;2;Amina;8;2015
AT3;AT33;2;Charlotte;8;2015
AT3;AT33;2;Diana;8;2015
AT3;AT33;2;Frieda;8;2015
AT3;AT33;2;Maja;8;2015
AT3;AT33;2;Mara;8;2015
AT3;AT33;2;Miray;8;2015
AT3;AT33;2;Celina;7;2015
AT3;AT33;2;Elina;7;2015
AT3;AT33;2;Josefine;7;2015
AT3;AT33;2;Larissa;7;2015
AT3;AT33;2;Meryem;7;2015
AT3;AT33;2;Natalie;7;2015
AT3;AT33;2;Nisa;7;2015
AT3;AT33;2;Noemi;7;2015
AT3;AT33;2;Romy;7;2015
AT3;AT33;1;DAVID;97;2014
AT3;AT33;1;MAXIMILIAN;94;2014
AT3;AT33;1;JAKOB;90;2014
AT3;AT33;1;FELIX;80;2014
AT3;AT33;1;LUKAS;78;2014
AT3;AT33;1;PAUL;76;2014
AT3;AT33;1;ELIAS;74;2014
AT3;AT33;1;RAPHAEL;67;2014
AT3;AT33;1;SIMON;65;2014
AT3;AT33;1;MATTHIAS;57;2014
AT3;AT33;1;MATTEO;56;2014
AT3;AT33;1;SAMUEL;54;2014
AT3;AT33;1;FABIAN;53;2014
AT3;AT33;1;TOBIAS;53;2014
AT3;AT33;1;ALEXANDER;49;2014
AT3;AT33;1;JULIAN;48;2014
AT3;AT33;1;LUIS;47;2014
AT3;AT33;1;JOHANNES;46;2014
AT3;AT33;1;JONAS;46;2014
AT3;AT33;1;LEO;46;2014
AT3;AT33;1;LEON;46;2014
AT3;AT33;1;LUCA;45;2014
AT3;AT33;1;FLORIAN;42;2014
AT3;AT33;1;NOAH;42;2014
AT3;AT33;1;PHILIPP;42;2014
AT3;AT33;1;SEBASTIAN;42;2014
AT3;AT33;1;MORITZ;38;2014
AT3;AT33;1;MANUEL;36;2014
AT3;AT33;1;BENJAMIN;34;2014
AT3;AT33;1;DANIEL;31;2014
AT3;AT33;1;ANTON;30;2014
AT3;AT33;1;DOMINIK;30;2014
AT3;AT33;1;ANDREAS;29;2014
AT3;AT33;1;LORENZ;28;2014
AT3;AT33;1;NICO;26;2014
AT3;AT33;1;ADRIAN;25;2014
AT3;AT33;1;MAX;25;2014
AT3;AT33;1;MICHAEL;25;2014
AT3;AT33;1;EMIL;24;2014
AT3;AT33;1;GABRIEL;24;2014
AT3;AT33;1;VALENTIN;24;2014
AT3;AT33;1;FINN;22;2014
AT3;AT33;1;LAURIN;22;2014
AT3;AT33;1;MARCEL;21;2014
AT3;AT33;1;THOMAS;20;2014
AT3;AT33;1;BEN;19;2014
AT3;AT33;1;FABIO;19;2014
AT3;AT33;1;JOSEF;19;2014
AT3;AT33;1;LIAM;19;2014
AT3;AT33;1;MARIO;18;2014
AT3;AT33;1;NOEL;18;2014
AT3;AT33;1;MARCO;17;2014
AT3;AT33;1;NIKLAS;17;2014
AT3;AT33;1;JONATHAN;16;2014
AT3;AT33;1;MARTIN;15;2014
AT3;AT33;1;CLEMENS;14;2014
AT3;AT33;1;ALI;13;2014
AT3;AT33;1;GEORG;13;2014
AT3;AT33;1;PETER;13;2014
AT3;AT33;1;VINCENT;13;2014
AT3;AT33;1;CHRISTIAN;12;2014
AT3;AT33;1;LEONHARD;12;2014
AT3;AT33;1;CHRISTOPH;11;2014
AT3;AT33;1;KILIAN;11;2014
AT3;AT33;1;STEFAN;11;2014
AT3;AT33;1;LINUS;10;2014
AT3;AT33;1;MARKUS;10;2014
AT3;AT33;1;MUHAMMED;10;2014
AT3;AT33;1;JOEL;9;2014
AT3;AT33;1;SANDRO;9;2014
AT3;AT33;1;XAVER;9;2014
AT3;AT33;1;AARON;8;2014
AT3;AT33;1;BENEDIKT;8;2014
AT3;AT33;1;EMANUEL;8;2014
AT3;AT33;1;EMILIO;8;2014
AT3;AT33;1;ERIK;8;2014
AT3;AT33;1;FILIP;8;2014
AT3;AT33;1;GREGOR;8;2014
AT3;AT33;1;JOHANN;8;2014
AT3;AT33;1;PATRICK;8;2014
AT3;AT33;1;THEO;8;2014
AT3;AT33;1;TONI;8;2014
AT3;AT33;1;ADAM;7;2014
AT3;AT33;1;EMIR;7;2014
AT3;AT33;1;EYMEN;7;2014
AT3;AT33;1;HAMZA;7;2014
AT3;AT33;1;HANNES;7;2014
AT3;AT33;1;NEVIO;7;2014
AT3;AT33;1;OLIVER;7;2014
AT3;AT33;1;OSKAR;7;2014
AT3;AT33;1;THEODOR;7;2014
AT3;AT33;1;\D6MER;7;2014
AT3;AT33;1;AHMET;6;2014
AT3;AT33;1;ALEKSANDAR;6;2014
AT3;AT33;1;ARMIN;6;2014
AT3;AT33;1;JULIUS;6;2014
AT3;AT33;1;LENNY;6;2014
AT3;AT33;1;LEONARDO;6;2014
AT3;AT33;1;MILAN;6;2014
AT3;AT33;1;MUSTAFA;6;2014
AT3;AT33;2;SOPHIA;105;2014
AT3;AT33;2;ANNA;100;2014
AT3;AT33;2;HANNAH;90;2014
AT3;AT33;2;EMMA;84;2014
AT3;AT33;2;LAURA;70;2014
AT3;AT33;2;LENA;70;2014
AT3;AT33;2;LEA;68;2014
AT3;AT33;2;VALENTINA;68;2014
AT3;AT33;2;EMILIA;61;2014
AT3;AT33;2;MARIE;58;2014
AT3;AT33;2;JULIA;57;2014
AT3;AT33;2;MIA;56;2014
AT3;AT33;2;LEONIE;53;2014
AT3;AT33;2;SARAH;48;2014
AT3;AT33;2;SOPHIE;45;2014
AT3;AT33;2;JOHANNA;38;2014
AT3;AT33;2;MAGDALENA;38;2014
AT3;AT33;2;LARA;37;2014
AT3;AT33;2;LISA;35;2014
AT3;AT33;2;ELENA;34;2014
AT3;AT33;2;THERESA;34;2014
AT3;AT33;2;AMELIE;32;2014
AT3;AT33;2;KATHARINA;30;2014
AT3;AT33;2;EMILY;25;2014
AT3;AT33;2;MARIA;25;2014
AT3;AT33;2;NINA;24;2014
AT3;AT33;2;EVA;23;2014
AT3;AT33;2;JANA;23;2014
AT3;AT33;2;LORENA;23;2014
AT3;AT33;2;LUISA;23;2014
AT3;AT33;2;PAULA;23;2014
AT3;AT33;2;ELISA;22;2014
AT3;AT33;2;ALINA;21;2014
AT3;AT33;2;LILLY;21;2014
AT3;AT33;2;MONA;21;2014
AT3;AT33;2;ELLA;20;2014
AT3;AT33;2;GRETA;20;2014
AT3;AT33;2;ISABELLA;20;2014
AT3;AT33;2;NORA;20;2014
AT3;AT33;2;ANNA-LENA;19;2014
AT3;AT33;2;LINDA;19;2014
AT3;AT33;2;LENI;18;2014
AT3;AT33;2;LINA;18;2014
AT3;AT33;2;HELENA;17;2014
AT3;AT33;2;CLARA;16;2014
AT3;AT33;2;ROSALIE;16;2014
AT3;AT33;2;SELINA;16;2014
AT3;AT33;2;FRANZISKA;15;2014
AT3;AT33;2;OLIVIA;15;2014
AT3;AT33;2;STELLA;15;2014
AT3;AT33;2;VANESSA;15;2014
AT3;AT33;2;MAJA;14;2014
AT3;AT33;2;MELINA;14;2014
AT3;AT33;2;ANNIKA;13;2014
AT3;AT33;2;MELISSA;13;2014
AT3;AT33;2;ANTONIA;12;2014
AT3;AT33;2;ELISABETH;12;2014
AT3;AT33;2;ZOE;12;2014
AT3;AT33;2;CARINA;11;2014
AT3;AT33;2;CHIARA;11;2014
AT3;AT33;2;FLORA;11;2014
AT3;AT33;2;KLARA;11;2014
AT3;AT33;2;MIRIAM;11;2014
AT3;AT33;2;PIA;11;2014
AT3;AT33;2;ROSA;11;2014
AT3;AT33;2;VICTORIA;11;2014
AT3;AT33;2;FRIDA;10;2014
AT3;AT33;2;HIRA;10;2014
AT3;AT33;2;LARISSA;10;2014
AT3;AT33;2;MARA;10;2014
AT3;AT33;2;MARLENE;10;2014
AT3;AT33;2;MAYA;10;2014
AT3;AT33;2;MINA;10;2014
AT3;AT33;2;MIRA;10;2014
AT3;AT33;2;ZOEY;10;2014
AT3;AT33;2;AMY;9;2014
AT3;AT33;2;CHARLOTTE;9;2014
AT3;AT33;2;ESMA;9;2014
AT3;AT33;2;FABIENNE;9;2014
AT3;AT33;2;FRIEDA;9;2014
AT3;AT33;2;IDA;9;2014
AT3;AT33;2;LIVIA;9;2014
AT3;AT33;2;MILENA;9;2014
AT3;AT33;2;ZEHRA;9;2014
AT3;AT33;2;ZEYNEP;9;2014
AT3;AT33;2;ELIF;8;2014
AT3;AT33;2;ELINA;8;2014
AT3;AT33;2;HEIDI;8;2014
AT3;AT33;2;ISABEL;8;2014
AT3;AT33;2;JASMIN;8;2014
AT3;AT33;2;PAULINA;8;2014
AT3;AT33;2;ANGELINA;7;2014
AT3;AT33;2;ANJA;7;2014
AT3;AT33;2;EMELIE;7;2014
AT3;AT33;2;LOUISA;7;2014
AT3;AT33;2;MARLENA;7;2014
AT3;AT33;2;MARTHA;7;2014
AT3;AT33;2;MATHILDA;7;2014
AT3;AT33;2;MATILDA;7;2014
AT3;AT33;2;RONJA;7;2014
AT3;AT33;1;DAVID;105;2013
AT3;AT33;1;MAXIMILIAN;96;2013
AT3;AT33;1;TOBIAS;79;2013
AT3;AT33;1;FELIX;78;2013
AT3;AT33;1;JAKOB;78;2013
AT3;AT33;1;LUKAS;75;2013
AT3;AT33;1;SIMON;70;2013
AT3;AT33;1;LUCA;64;2013
AT3;AT33;1;RAPHAEL;64;2013
AT3;AT33;1;ALEXANDER;59;2013
AT3;AT33;1;MORITZ;59;2013
AT3;AT33;1;FABIAN;58;2013
AT3;AT33;1;ELIAS;57;2013
AT3;AT33;1;PAUL;56;2013
AT3;AT33;1;MATTEO;53;2013
AT3;AT33;1;MATTHIAS;51;2013
AT3;AT33;1;NOAH;50;2013
AT3;AT33;1;FLORIAN;49;2013
AT3;AT33;1;LUIS;49;2013
AT3;AT33;1;JONAS;47;2013
AT3;AT33;1;LEO;47;2013
AT3;AT33;1;LEON;45;2013
AT3;AT33;1;JULIAN;41;2013
AT3;AT33;1;GABRIEL;39;2013
AT3;AT33;1;SAMUEL;39;2013
AT3;AT33;1;MAX;36;2013
AT3;AT33;1;DANIEL;35;2013
AT3;AT33;1;LORENZ;35;2013
AT3;AT33;1;MICHAEL;33;2013
AT3;AT33;1;SEBASTIAN;32;2013
AT3;AT33;1;MANUEL;30;2013
AT3;AT33;1;BENJAMIN;29;2013
AT3;AT33;1;PHILIPP;29;2013
AT3;AT33;1;DOMINIK;27;2013
AT3;AT33;1;JOHANNES;27;2013
AT3;AT33;1;JOSEF;24;2013
AT3;AT33;1;LAURIN;23;2013
AT3;AT33;1;NICO;23;2013
AT3;AT33;1;EMIL;22;2013
AT3;AT33;1;NIKLAS;22;2013
AT3;AT33;1;ANTON;21;2013
AT3;AT33;1;LIAM;20;2013
AT3;AT33;1;ANDREAS;19;2013
AT3;AT33;1;FABIO;19;2013
AT3;AT33;1;MARTIN;19;2013
AT3;AT33;1;MARCEL;18;2013
AT3;AT33;1;THOMAS;18;2013
AT3;AT33;1;AARON;17;2013
AT3;AT33;1;KILIAN;17;2013
AT3;AT33;1;MARCO;17;2013
AT3;AT33;1;PETER;17;2013
AT3;AT33;1;TIM;17;2013
AT3;AT33;1;ADRIAN;16;2013
AT3;AT33;1;VALENTIN;16;2013
AT3;AT33;1;FINN;15;2013
AT3;AT33;1;MARIO;15;2013
AT3;AT33;1;BEN;13;2013
AT3;AT33;1;NOEL;13;2013
AT3;AT33;1;STEFAN;13;2013
AT3;AT33;1;CHRISTIAN;12;2013
AT3;AT33;1;CHRISTOPH;12;2013
AT3;AT33;1;JONATHAN;12;2013
AT3;AT33;1;PATRICK;12;2013
AT3;AT33;1;CONSTANTIN;11;2013
AT3;AT33;1;DARIO;11;2013
AT3;AT33;1;YUSUF;11;2013
AT3;AT33;1;CLEMENS;10;2013
AT3;AT33;1;EMANUEL;10;2013
AT3;AT33;1;GEORG;10;2013
AT3;AT33;1;OLIVER;10;2013
AT3;AT33;1;SANDRO;10;2013
AT3;AT33;1;XAVER;10;2013
AT3;AT33;1;BENEDIKT;9;2013
AT3;AT33;1;KEVIN;9;2013
AT3;AT33;1;THEO;9;2013
AT3;AT33;1;ALESSANDRO;8;2013
AT3;AT33;1;ALI;8;2013
AT3;AT33;1;FILIP;8;2013
AT3;AT33;1;JAMIE;8;2013
AT3;AT33;1;LEONHARD;8;2013
AT3;AT33;1;LION;8;2013
AT3;AT33;1;MUHAMMED;8;2013
AT3;AT33;1;PASCAL;8;2013
AT3;AT33;1;VINCENT;8;2013
AT3;AT33;1;\D6MER;8;2013
AT3;AT33;1;BASTIAN;7;2013
AT3;AT33;1;DENIZ;7;2013
AT3;AT33;1;EGE;7;2013
AT3;AT33;1;ERIK;7;2013
AT3;AT33;1;HAMZA;7;2013
AT3;AT33;1;JAN;7;2013
AT3;AT33;1;KAAN;7;2013
AT3;AT33;1;LAURENZ;7;2013
AT3;AT33;1;LEVI;7;2013
AT3;AT33;1;LINUS;7;2013
AT3;AT33;1;LIONEL;7;2013
AT3;AT33;1;ADAM;6;2013
AT3;AT33;1;ALOIS;6;2013
AT3;AT33;1;CHRISTOF;6;2013
AT3;AT33;1;HANNES;6;2013
AT3;AT33;2;ANNA;117;2013
AT3;AT33;2;SOPHIA;98;2013
AT3;AT33;2;LAURA;87;2013
AT3;AT33;2;HANNAH;80;2013
AT3;AT33;2;EMMA;74;2013
AT3;AT33;2;SARAH;64;2013
AT3;AT33;2;MIA;57;2013
AT3;AT33;2;LEA;54;2013
AT3;AT33;2;EMILIA;52;2013
AT3;AT33;2;LENA;51;2013
AT3;AT33;2;MARIE;46;2013
AT3;AT33;2;VALENTINA;45;2013
AT3;AT33;2;JULIA;44;2013
AT3;AT33;2;MAGDALENA;43;2013
AT3;AT33;2;JOHANNA;42;2013
AT3;AT33;2;LARA;41;2013
AT3;AT33;2;KATHARINA;37;2013
AT3;AT33;2;LISA;36;2013
AT3;AT33;2;SOPHIE;36;2013
AT3;AT33;2;ELENA;35;2013
AT3;AT33;2;THERESA;35;2013
AT3;AT33;2;ANNA-LENA;34;2013
AT3;AT33;2;LEONIE;33;2013
AT3;AT33;2;EVA;30;2013
AT3;AT33;2;ISABELLA;30;2013
AT3;AT33;2;NINA;30;2013
AT3;AT33;2;AMELIE;29;2013
AT3;AT33;2;EMILY;27;2013
AT3;AT33;2;LINDA;26;2013
AT3;AT33;2;LUISA;26;2013
AT3;AT33;2;ELISA;25;2013
AT3;AT33;2;GRETA;25;2013
AT3;AT33;2;ALINA;22;2013
AT3;AT33;2;JANA;21;2013
AT3;AT33;2;LENI;21;2013
AT3;AT33;2;MARIA;21;2013
AT3;AT33;2;ROSA;21;2013
AT3;AT33;2;HELENA;20;2013
AT3;AT33;2;PAULA;20;2013
AT3;AT33;2;LILLY;19;2013
AT3;AT33;2;FRANZISKA;18;2013
AT3;AT33;2;LINA;18;2013
AT3;AT33;2;LORENA;18;2013
AT3;AT33;2;ELLA;17;2013
AT3;AT33;2;FLORA;17;2013
AT3;AT33;2;IDA;16;2013
AT3;AT33;2;PIA;15;2013
AT3;AT33;2;SELINA;15;2013
AT3;AT33;2;ANTONIA;14;2013
AT3;AT33;2;ELISABETH;14;2013
AT3;AT33;2;OLIVIA;14;2013
AT3;AT33;2;VANESSA;14;2013
AT3;AT33;2;LIVIA;13;2013
AT3;AT33;2;MIRIAM;13;2013
AT3;AT33;2;VIKTORIA;13;2013
AT3;AT33;2;CLARA;12;2013
AT3;AT33;2;ELIF;12;2013
AT3;AT33;2;MONA;12;2013
AT3;AT33;2;NORA;12;2013
AT3;AT33;2;ANGELINA;11;2013
AT3;AT33;2;EMELIE;11;2013
AT3;AT33;2;MARA;11;2013
AT3;AT33;2;MAYA;11;2013
AT3;AT33;2;MIRA;11;2013
AT3;AT33;2;NADINE;11;2013
AT3;AT33;2;CARINA;10;2013
AT3;AT33;2;CHIARA;10;2013
AT3;AT33;2;EMELY;10;2013
AT3;AT33;2;KLARA;10;2013
AT3;AT33;2;MELANIE;10;2013
AT3;AT33;2;MELISSA;10;2013
AT3;AT33;2;ELA;9;2013
AT3;AT33;2;MATILDA;9;2013
AT3;AT33;2;MELINA;9;2013
AT3;AT33;2;RONJA;9;2013
AT3;AT33;2;VICTORIA;9;2013
AT3;AT33;2;ALEXANDRA;8;2013
AT3;AT33;2;DIANA;8;2013
AT3;AT33;2;LARISSA;8;2013
AT3;AT33;2;PAULINA;8;2013
AT3;AT33;2;ROSALIE;8;2013
AT3;AT33;2;STELLA;8;2013
AT3;AT33;2;VALERIE;8;2013
AT3;AT33;2;ALMA;7;2013
AT3;AT33;2;AMY;7;2013
AT3;AT33;2;ANNIKA;7;2013
AT3;AT33;2;CELINA;7;2013
AT3;AT33;2;FABIENNE;7;2013
AT3;AT33;2;HEIDI;7;2013
AT3;AT33;2;MAJA;7;2013
AT3;AT33;2;MICHELLE;7;2013
AT3;AT33;2;MILA;7;2013
AT3;AT33;2;NATALIE;7;2013
AT3;AT33;2;REBECCA;7;2013
AT3;AT33;2;ZEYNEP;7;2013
AT3;AT33;2;ZOE;7;2013
AT3;AT33;2;AMALIA;6;2013
AT3;AT33;2;ANJA;6;2013
AT3;AT33;2;ANNA-MARIA;6;2013
AT3;AT33;2;ANNA-SOPHIE;6;2013
AT3;AT33;1;DAVID;98;2012
AT3;AT33;1;MAXIMILIAN;95;2012
AT3;AT33;1;SIMON;93;2012
AT3;AT33;1;TOBIAS;83;2012
AT3;AT33;1;LUCA;82;2012
AT3;AT33;1;JAKOB;75;2012
AT3;AT33;1;PAUL;75;2012
AT3;AT33;1;FELIX;73;2012
AT3;AT33;1;JONAS;73;2012
AT3;AT33;1;RAPHAEL;71;2012
AT3;AT33;1;ELIAS;70;2012
AT3;AT33;1;LUKAS;68;2012
AT3;AT33;1;MATTHIAS;58;2012
AT3;AT33;1;ALEXANDER;57;2012
AT3;AT33;1;JULIAN;53;2012
AT3;AT33;1;FABIAN;51;2012
AT3;AT33;1;MATTEO;51;2012
AT3;AT33;1;MORITZ;51;2012
AT3;AT33;1;NOAH;51;2012
AT3;AT33;1;LEON;46;2012
AT3;AT33;1;SAMUEL;45;2012
AT3;AT33;1;PHILIPP;44;2012
AT3;AT33;1;DANIEL;43;2012
AT3;AT33;1;FLORIAN;40;2012
AT3;AT33;1;LUIS;40;2012
AT3;AT33;1;BENJAMIN;38;2012
AT3;AT33;1;SEBASTIAN;37;2012
AT3;AT33;1;MICHAEL;36;2012
AT3;AT33;1;LEO;35;2012
AT3;AT33;1;GABRIEL;34;2012
AT3;AT33;1;MAX;33;2012
AT3;AT33;1;DOMINIK;31;2012
AT3;AT33;1;MANUEL;31;2012
AT3;AT33;1;ANDREAS;29;2012
AT3;AT33;1;JOHANNES;29;2012
AT3;AT33;1;LORENZ;29;2012
AT3;AT33;1;NICO;28;2012
AT3;AT33;1;MARCEL;23;2012
AT3;AT33;1;FABIO;22;2012
AT3;AT33;1;MARTIN;22;2012
AT3;AT33;1;ANTON;21;2012
AT3;AT33;1;ADRIAN;19;2012
AT3;AT33;1;NOEL;19;2012
AT3;AT33;1;THOMAS;19;2012
AT3;AT33;1;LEONHARD;18;2012
AT3;AT33;1;BEN;17;2012
AT3;AT33;1;LAURIN;17;2012
AT3;AT33;1;PETER;17;2012
AT3;AT33;1;AARON;15;2012
AT3;AT33;1;CHRISTOPH;15;2012
AT3;AT33;1;JONATHAN;15;2012
AT3;AT33;1;MARKUS;15;2012
AT3;AT33;1;LIAM;14;2012
AT3;AT33;1;SANDRO;14;2012
AT3;AT33;1;BERAT;13;2012
AT3;AT33;1;KILIAN;13;2012
AT3;AT33;1;MARCO;13;2012
AT3;AT33;1;EMIR;12;2012
AT3;AT33;1;HANNES;12;2012
AT3;AT33;1;JOSEF;12;2012
AT3;AT33;1;MARIO;12;2012
AT3;AT33;1;PASCAL;12;2012
AT3;AT33;1;BASTIAN;11;2012
AT3;AT33;1;CHRISTIAN;11;2012
AT3;AT33;1;ERIK;11;2012
AT3;AT33;1;FINN;11;2012
AT3;AT33;1;GEORG;11;2012
AT3;AT33;1;NIKLAS;11;2012
AT3;AT33;1;PATRICK;11;2012
AT3;AT33;1;VALENTIN;11;2012
AT3;AT33;1;EMIL;10;2012
AT3;AT33;1;LENNY;10;2012
AT3;AT33;1;NICLAS;10;2012
AT3;AT33;1;STEFAN;10;2012
AT3;AT33;1;EMANUEL;9;2012
AT3;AT33;1;LEVIN;9;2012
AT3;AT33;1;THEO;9;2012
AT3;AT33;1;TIM;9;2012
AT3;AT33;1;ANDRE;8;2012
AT3;AT33;1;CLEMENS;8;2012
AT3;AT33;1;MUHAMMED;8;2012
AT3;AT33;1;MUSTAFA;8;2012
AT3;AT33;1;DIEGO;7;2012
AT3;AT33;1;JAN;7;2012
AT3;AT33;1;JOSHUA;7;2012
AT3;AT33;1;LEVI;7;2012
AT3;AT33;1;LOUIS;7;2012
AT3;AT33;1;YUSUF;7;2012
AT3;AT33;1;AHMET;6;2012
AT3;AT33;1;ALESSANDRO;6;2012
AT3;AT33;1;ARMIN;6;2012
AT3;AT33;1;BENEDIKT;6;2012
AT3;AT33;1;DARIO;6;2012
AT3;AT33;1;ELIA;6;2012
AT3;AT33;1;ELIAH;6;2012
AT3;AT33;1;GREGOR;6;2012
AT3;AT33;1;JOHANN;6;2012
AT3;AT33;1;LINUS;6;2012
AT3;AT33;1;MARIUS;6;2012
AT3;AT33;1;NICOLAS;6;2012
AT3;AT33;2;SOPHIA;82;2012
AT3;AT33;2;EMMA;80;2012
AT3;AT33;2;HANNAH;78;2012
AT3;AT33;2;LENA;76;2012
AT3;AT33;2;ANNA;68;2012
AT3;AT33;2;MARIE;67;2012
AT3;AT33;2;SARAH;67;2012
AT3;AT33;2;VALENTINA;62;2012
AT3;AT33;2;LEA;54;2012
AT3;AT33;2;LAURA;52;2012
AT3;AT33;2;LEONIE;49;2012
AT3;AT33;2;JULIA;47;2012
AT3;AT33;2;MAGDALENA;45;2012
AT3;AT33;2;SOPHIE;41;2012
AT3;AT33;2;EMILIA;40;2012
AT3;AT33;2;THERESA;38;2012
AT3;AT33;2;ELENA;36;2012
AT3;AT33;2;LARA;36;2012
AT3;AT33;2;AMELIE;35;2012
AT3;AT33;2;EVA;35;2012
AT3;AT33;2;LISA;35;2012
AT3;AT33;2;MIA;35;2012
AT3;AT33;2;JOHANNA;34;2012
AT3;AT33;2;ANNA-LENA;33;2012
AT3;AT33;2;NINA;33;2012
AT3;AT33;2;KATHARINA;31;2012
AT3;AT33;2;PAULA;31;2012
AT3;AT33;2;ISABELLA;28;2012
AT3;AT33;2;EMILY;26;2012
AT3;AT33;2;SELINA;26;2012
AT3;AT33;2;JANA;24;2012
AT3;AT33;2;MARIA;24;2012
AT3;AT33;2;GRETA;23;2012
AT3;AT33;2;ANTONIA;21;2012
AT3;AT33;2;ELISA;20;2012
AT3;AT33;2;IDA;20;2012
AT3;AT33;2;LINA;20;2012
AT3;AT33;2;LUISA;20;2012
AT3;AT33;2;LINDA;19;2012
AT3;AT33;2;PIA;19;2012
AT3;AT33;2;LORENA;18;2012
AT3;AT33;2;ALINA;17;2012
AT3;AT33;2;ELINA;16;2012
AT3;AT33;2;HELENA;16;2012
AT3;AT33;2;MIRIAM;16;2012
AT3;AT33;2;NORA;16;2012
AT3;AT33;2;LENI;15;2012
AT3;AT33;2;MAJA;15;2012
AT3;AT33;2;LARISSA;14;2012
AT3;AT33;2;LILLY;14;2012
AT3;AT33;2;CLARA;13;2012
AT3;AT33;2;FABIENNE;13;2012
AT3;AT33;2;FRANZISKA;13;2012
AT3;AT33;2;KLARA;13;2012
AT3;AT33;2;LIA;13;2012
AT3;AT33;2;LIVIA;13;2012
AT3;AT33;2;OLIVIA;13;2012
AT3;AT33;2;ROSA;13;2012
AT3;AT33;2;VANESSA;13;2012
AT3;AT33;2;ANGELINA;12;2012
AT3;AT33;2;ELLA;12;2012
AT3;AT33;2;CHARLOTTE;11;2012
AT3;AT33;2;ELIF;11;2012
AT3;AT33;2;NATALIE;11;2012
AT3;AT33;2;ANJA;10;2012
AT3;AT33;2;CHRISTINA;10;2012
AT3;AT33;2;MATILDA;10;2012
AT3;AT33;2;MELINA;10;2012
AT3;AT33;2;CHIARA;9;2012
AT3;AT33;2;EMELY;9;2012
AT3;AT33;2;FRIDA;9;2012
AT3;AT33;2;TAMARA;9;2012
AT3;AT33;2;ZOE;9;2012
AT3;AT33;2;AYLIN;8;2012
AT3;AT33;2;ELISABETH;8;2012
AT3;AT33;2;FLORA;8;2012
AT3;AT33;2;MAYA;8;2012
